created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Nov 09 23:18:27 +0000 2023;1722755559018144085;"@NarasiNewsroom Kalo udah nyerang fasilitas donasi kayak rumah sakit indonesia di gaza, Presiden indonesia harus segera bergabung dengan negara pro palestine utk melakukan gencatan senjata, Israel sdh melakukan pelanggaran tingkat tinggi🥺🥺😭😡";0;0;0;0;in;1683280034772168704;1720058119622131867;mariabasra28875;https://twitter.com/mariabasra28875/status/1722755559018144085
Thu Nov 09 23:18:25 +0000 2023;1722755551027958112;"@widodol_joko @GibraltarNc Dr seragamnya dan org2 sekitar, ini bukan tentara zionist";0;0;0;1;in;1455334373981446144;1722740153628889543;Pakamkalam;https://twitter.com/Pakamkalam/status/1722755551027958112
Thu Nov 09 23:18:16 +0000 2023;1722755512746590689;"Presiden Joko Widodo (Jokowi) meresmikan Pembangkit Listrik Tenaga Surya (PLTS) Terapung Cirata yang terletak di Kabupaten Purwakarta, Jawa Barat. Setelah diresmikan, PLTS Terapung ini sudah mulai dioperasikan. https://t.co/KEWy9oRKq7";0;0;0;0;in;1541410854033567744;1722755512746590689;Inocantiksekali;https://twitter.com/Inocantiksekali/status/1722755512746590689
Thu Nov 09 23:18:08 +0000 2023;1722755479234027675;"@gus_dibyo Kamuu terlalu berkhayall.. Anak presiden emang enak?";0;0;0;0;in;1660493160504770560;1722509401393897567;yosaala;https://twitter.com/yosaala/status/1722755479234027675
Thu Nov 09 23:18:07 +0000 2023;1722755474465153184;"@putra_saliem @dewantaraART @Justkodok1 @GeiszChalifah Hati hati pilih presiden krn gembong pki aidit itu orang yaman hehehe";0;0;0;0;in;1515869715746660362;1721014448822067542;JuarnoMarga;https://twitter.com/JuarnoMarga/status/1722755474465153184
Thu Nov 09 23:18:06 +0000 2023;1722755473940811929;"Hai #SahabatBawaslu , komisioner Panwaslu Kecamatan Pakis mengikuti Apel Akbar Siaga Pengawasan Pemilihan Umum Tahun 2024 di lapangan Makodam V Brawijaya, Surabaya. https://t.co/XQhJjmL8fm";0;0;0;0;in;1586938251558146048;1722755473940811929;panwaslupakis;https://twitter.com/panwaslupakis/status/1722755473940811929
Thu Nov 09 23:17:49 +0000 2023;1722755399621963868;"@JoeAfajumadi @savicali Ada contohh presiden Amerika yg berkali2 gagal, tp akhirnya terpilih.. Abraham Lincoln";0;0;0;0;in;1686868495676604423;1722391021806621154;Asrodin77;https://twitter.com/Asrodin77/status/1722755399621963868
Thu Nov 09 23:17:24 +0000 2023;1722755294105919533;"@gus_dibyo Begitu nikmatnya menjadi anak presiden yang selalu disokong keluarga buat kepentingan pribadi";0;0;0;0;in;1669626765407563777;1722509401393897567;IDinuar55401;https://twitter.com/IDinuar55401/status/1722755294105919533
Thu Nov 09 23:17:12 +0000 2023;1722755247620456570;"@Anak__Ogi Karakter orang memang begitu,mungkin yg koment kalo jadi presiden siapapun dia pasti sama,kecuali yg jadi presiden sebatang kara🤣🤣🤣🤣";0;0;0;0;in;1532939599441371137;1722462065770807445;MulyantoAdi3;https://twitter.com/MulyantoAdi3/status/1722755247620456570
Thu Nov 09 23:17:08 +0000 2023;1722755227236073880;"KALAU TOK UBAN TU TAK BONEKA LAHH...  CUBO DIO SEBUT SECARA TERBUKA...  BAHWA DIO AKAN MELANJUTKAN SEMUO PROGRAM YANG TELAH DIBUAT PRESIDEN SEKARANG, SEPERTI HILIRISASI,IKN,dll.. itu baru namonyo NEGARAWAN.. bukan belagak sok PATEN nak menunjuk lebih hebat...  Mual peghot kami";0;0;0;1;in;1589069016488116224;1722755227236073880;DumaiTaufik;https://twitter.com/DumaiTaufik/status/1722755227236073880
Thu Nov 09 23:16:56 +0000 2023;1722755177374273773;"@gus_dibyo Saat Rico ngelamun di bawah pohon, mungkin dia juga berandai-andai jadi anak presiden yang bisa melanggar konstitusi dengan santai.";0;0;0;0;in;1701443433590816768;1722509401393897567;kieranknoff;https://twitter.com/kieranknoff/status/1722755177374273773
Thu Nov 09 23:16:55 +0000 2023;1722755176191365435;"Hallo #TemanPemilih Piket Malam Sekretariat KIP Kabupaten Aceh Singkil "Dalam Mendukung Kelancaran Penyelenggaraan Pemilu dan Pemilihan Tahun 2024" #KPUMelayani  #SalamIntegritas24jam https://t.co/aQ2eMeHSAN";0;0;0;1;in;776040009505714176;1722755176191365435;KIP_AcehSingkil;https://twitter.com/KIP_AcehSingkil/status/1722755176191365435
Thu Nov 09 23:16:41 +0000 2023;1722755117789921671;"@gus_dibyo Kalau aja jadi anak presiden, Rico pasti udah dapet kursi panas untuk ngelamun, eh, memimpin negara.";0;0;0;0;in;1699308572881141760;1722509401393897567;kevinadhtm;https://twitter.com/kevinadhtm/status/1722755117789921671
Thu Nov 09 23:16:37 +0000 2023;1722755099003666720;"@Dennysiregar7 Itulah kenapa jokowi korbankan nama baik dgn tumbalin gibran jadi cawapres. "Biar jokowi tetep bisa pantau indonesia dari Istana" Krn komisaris, menteri, bisa diresuffle. Presiden bisa di makzulkan, hanya wapres yg diem aja jg, selama ini tetep gajian...";0;0;0;0;in;132423464;1722387452512666024;dhea79;https://twitter.com/dhea79/status/1722755099003666720
Thu Nov 09 23:16:35 +0000 2023;1722755089977467100;"@gus_dibyo Ngelamun sambil berpikir, "Apa ya jadi anak presiden bisa gini-gini aja, melanggar konstitusi?"";0;0;0;0;in;1698220250326773760;1722509401393897567;jfx105;https://twitter.com/jfx105/status/1722755089977467100
Thu Nov 09 23:16:29 +0000 2023;1722755065054912584;"@Srik4ndiMuslim2 Ada apa banyak orang cerdas bangun dari tidur mengancam presiden Berijazah palsu ? Anehnya mereka tidur lagi seolah tak ada masalah dengan  Presiden IJazah palsu ini.Jika uang yg berbicara ,masuk diakal masalah selesai.";0;0;0;0;in;1509700424018063369;1722452614712057989;MocangTian;https://twitter.com/MocangTian/status/1722755065054912584
Thu Nov 09 23:16:22 +0000 2023;1722755036755952017;"@gus_dibyo Saking santainya Rico, bisa jadi anak presiden dan melanggar konstitusi, sembari santai di bawah pohon.";0;0;0;1;in;1698217652492419072;1722509401393897567;hnx83;https://twitter.com/hnx83/status/1722755036755952017
Thu Nov 09 23:16:16 +0000 2023;1722755012756140086;"@gus_dibyo Rico, lu di bawah pohon aja bisa mikirin cara melanggar konstitusi jadi anak presiden nanti.";0;0;0;1;in;1698214299918127104;1722509401393897567;gwz72;https://twitter.com/gwz72/status/1722755012756140086
Thu Nov 09 23:16:06 +0000 2023;1722754966967009637;"@gus_dibyo Rico ngelamun aja udah bikin heboh, apalagi jadi anak presiden yang berani melanggar konstitusi.";0;0;0;1;in;1698011169267822592;1722509401393897567;eveesme_;https://twitter.com/eveesme_/status/1722754966967009637
Thu Nov 09 23:16:05 +0000 2023;1722754965171773931;"#temanpemilih  Komisi Pemilihan Umum Kabupaten Mesuji mengucapkan Selamat Hari Pahlawan dengan tema "Semangat Pahlawan untuk Masa Depan Bangsa dalam Memerangi Kemiskinan dan Kebodohan". 10 November 2023.  #kpumesuji #kpumelayani #pemiluserentak2024 https://t.co/sTJEgxeYIa";0;0;0;0;in;1364554787627274241;1722754965171773931;KpuMesuji;https://twitter.com/KpuMesuji/status/1722754965171773931
Thu Nov 09 23:16:03 +0000 2023;1722754956015665258;"@gus_dibyo Walapun jadi anak presiden ya percuma kalo tidak ada tabiat yang bagus dan mencontoh kan rakyatnya.";0;0;0;1;in;1703411242394927104;1722509401393897567;SesVera182698;https://twitter.com/SesVera182698/status/1722754956015665258
Thu Nov 09 23:16:00 +0000 2023;1722754943969640764;"@gus_dibyo Rico, semoga anak presiden nanti bisa belajar dari gaya santaimu untuk melanggar konstitusi.";0;0;0;0;in;1698009616838447104;1722509401393897567;daisydes_;https://twitter.com/daisydes_/status/1722754943969640764
Thu Nov 09 23:15:54 +0000 2023;1722754918069735851;"@gus_dibyo Melamun di bawah pohon, tapi tetap mikirin cara melanggar konstitusi jadi anak presiden.";0;0;0;1;in;1698008231921217536;1722509401393897567;cherrynchan_;https://twitter.com/cherrynchan_/status/1722754918069735851
Thu Nov 09 23:15:50 +0000 2023;1722754903054139427;"@collegemenfess Kampus gw denger denger pemilihan rektornya sampe bawa deking RI 1";0;0;0;0;in;1277234915168227328;1722598730044768628;txtfrompiranha;https://twitter.com/txtfrompiranha/status/1722754903054139427
Thu Nov 09 23:15:49 +0000 2023;1722754895894532284;"@gus_dibyo Kalau jadi anak presiden nanti, ngelamun di bawah pohon jadi kegiatan resmi.";0;0;0;1;in;1698006626262036480;1722509401393897567;bellabrigitha_;https://twitter.com/bellabrigitha_/status/1722754895894532284
Thu Nov 09 23:15:47 +0000 2023;1722754890316030289;"@gus_dibyo Ingatlah, menjadi anak presiden dalam lamunan adalah hal yang berbeda dari melalui proses politik yang sesungguhnya."";0;0;0;1;in;1663526017196236801;1722509401393897567;ZMartharta;https://twitter.com/ZMartharta/status/1722754890316030289
Thu Nov 09 23:15:42 +0000 2023;1722754868551762384;"@gus_dibyo Kalau Rico anak presiden, bisa tuh ngelamun tiba-tiba jadi pejabat";0;0;0;0;in;1717902210192019456;1722509401393897567;leebum41;https://twitter.com/leebum41/status/1722754868551762384
Thu Nov 09 23:15:39 +0000 2023;1722754854203142501;"@gus_dibyo Pantesan aja Rico bisa santai melamun di bawah pohon, gak ada beban kayak 'anak presiden' yang mau jadi cawapres dengan cara ngawur";0;0;0;0;in;1697910346286329856;1722509401393897567;josepharJR;https://twitter.com/josepharJR/status/1722754854203142501
Thu Nov 09 23:15:34 +0000 2023;1722754833470648744;"Jika Jadi Presiden, Prabowo Bertekad Lanjutkan Legacy Jokowi: Prabowo menyebut, legacy dan prestasi yang telah dibangun Jokowi selama dua periode ini tidaklah ringan. https://t.co/tvfPCq4OzJ https://t.co/CiBAdJGoRl";0;0;0;0;in;1689972918078554112;1722754833470648744;flowerpedi23790;https://twitter.com/flowerpedi23790/status/1722754833470648744
Thu Nov 09 23:15:33 +0000 2023;1722754832472367258;"@gus_dibyo Rico aja cuma melamun di bawah pohon, gak kayak 'anak presiden' yang bikin konstitusi jadi bahan mainan";0;0;0;1;in;1697908206130135040;1722509401393897567;ilhamswag99;https://twitter.com/ilhamswag99/status/1722754832472367258
Thu Nov 09 23:15:31 +0000 2023;1722754822573903886;"@AntarticaSnowWW Aku juga baru mengetik kata Abu di mesin pencarian, yg keluar abu janda semua";0;0;0;0;in;1455334373981446144;1722632108081029327;Pakamkalam;https://twitter.com/Pakamkalam/status/1722754822573903886
Thu Nov 09 23:15:28 +0000 2023;1722754811224023149;"@gus_dibyo Rico ngelamun aja bisa nyaman di bawah pohon, sementara 'anak presiden' sibuk melanggar konstitusi demi kekuasaan";0;0;0;1;in;1697906969401774080;1722509401393897567;hay_nif;https://twitter.com/hay_nif/status/1722754811224023149
Thu Nov 09 23:15:26 +0000 2023;1722754799438094641;"@gus_dibyo Ngelamun kok jadi anak presiden sih Rico, mending adu panco ala yuuk biar tetap waras";0;0;0;1;in;1697068758614097920;1722509401393897567;closemeeye;https://twitter.com/closemeeye/status/1722754799438094641
Thu Nov 09 23:15:21 +0000 2023;1722754782279152018;"@gus_dibyo Rico santai melamun di bawah pohon, gak kayak 'anak presiden' yang mungkin lagi mikirin cara-cara melanggar konstitusi";0;0;0;1;in;1697905663878582272;1722509401393897567;galihrama77;https://twitter.com/galihrama77/status/1722754782279152018
Thu Nov 09 23:15:16 +0000 2023;1722754758371631316;"@gus_dibyo Mungkin dalam benak Rico,seandainya jadi anak presiden itu bebas kali ya mau ngelakuin apa aja,khan berasa semuanya itu mudah";0;0;0;0;in;1464501068386258946;1722509401393897567;reyisna;https://twitter.com/reyisna/status/1722754758371631316
Thu Nov 09 23:15:09 +0000 2023;1722754729674174720;"@gus_dibyo Rico bisa melamun dengan tenang di bawah pohon, gak kayak 'anak presiden' yang asyik mikirin cara-cara curang demi jabatan";0;0;0;0;in;1709998203851149312;1722509401393897567;zulfahmiza;https://twitter.com/zulfahmiza/status/1722754729674174720
Thu Nov 09 23:14:59 +0000 2023;1722754686372196658;"@gus_dibyo Rico melamun di bawah pohon aja udah happy, gak kayak 'anak presiden' yang sibuk nyari cara buat jadi cawapres dengan langgar konstitusi";0;0;0;0;in;1709995842965520384;1722509401393897567;yogisaptaji;https://twitter.com/yogisaptaji/status/1722754686372196658
Thu Nov 09 23:14:54 +0000 2023;1722754668512862400;"@gus_dibyo Kamu terlalu lama melamun jadi anak presiden, padahal masih banyak hal yang bisa kamu capai dalam kehidupanmu sekarang."";0;0;0;0;in;1705059493309190144;1722509401393897567;zcgold17;https://twitter.com/zcgold17/status/1722754668512862400
Thu Nov 09 23:14:54 +0000 2023;1722754666235392501;"@masbams70 @aniesbaswedan @cakimiNOW @DPP_PKB INSYAALLAH 2024 ANIES JADI PRESIDEN DAN IMIN JADI WAKIL PRESIDEN.";0;0;0;0;in;1354654742333427713;1722415363437334773;UmarSoleh17;https://twitter.com/UmarSoleh17/status/1722754666235392501
Thu Nov 09 23:14:50 +0000 2023;1722754648489300250;"@BungkusTukang Anak presiden gak punya etika otaknye udah geser jijik lihat lu";0;0;0;0;in;1548818250397794304;1722117027190689937;iswantoismet3;https://twitter.com/iswantoismet3/status/1722754648489300250
Thu Nov 09 23:14:49 +0000 2023;1722754644106158353;"@gus_dibyo Mungkin Rico melamun seandainya jadi 'anak presiden' yang gak kenal batas, termasuk batas konstitusi";0;0;0;0;in;1709251328500002816;1722509401393897567;zialenafia_;https://twitter.com/zialenafia_/status/1722754644106158353
Thu Nov 09 23:14:41 +0000 2023;1722754610392383492;"@KompasTV Sy bangga kalo bapak yg nasionalismenya tinggi bisa jadi presiden.. tapi sy tidak simpati dengan cara cara nepotisme  dan kolusi di pertontonkan seperti ini.. bisa jadi nantinya korupsi juga  dilegalkan.. itu yang kami takutkan.. bukan takut seseorang jadi presiden loh..";0;0;0;0;in;459518004;1722279831298253180;donaldgiri1;https://twitter.com/donaldgiri1/status/1722754610392383492
Thu Nov 09 23:14:39 +0000 2023;1722754604516147609;"@gus_dibyo Rico melamun di bawah pohon, gak kayak 'anak presiden' yang mungkin lagi mikirin cara 'kreatif' melanggar konstitusi";0;0;0;0;in;1709250486573166592;1722509401393897567;yessicaar_;https://twitter.com/yessicaar_/status/1722754604516147609
Thu Nov 09 23:14:30 +0000 2023;1722754564997398554;"@gus_dibyo Rico bisa melamun dengan damai, gak kayak 'anak presiden' yang entah apa yang dipikirin, mungkin cara curang lagi";0;0;0;0;in;1708802462860414976;1722509401393897567;zidanxalfi;https://twitter.com/zidanxalfi/status/1722754564997398554
Thu Nov 09 23:14:22 +0000 2023;1722754531728269443;"@gus_dibyo Rico melamun aja bahagia, gak kayak 'anak presiden' yang seakan-akan konstitusi itu cuma sekadar permainan";0;0;0;0;in;1708801268251328512;1722509401393897567;yusufxdayt;https://twitter.com/yusufxdayt/status/1722754531728269443
Thu Nov 09 23:14:07 +0000 2023;1722754471770685746;"@AirinDatangLagi Ini baru presiden beneran bukan dinasti.😃";0;0;0;0;in;1612430067656974341;1722564350203056431;haso_samsung;https://twitter.com/haso_samsung/status/1722754471770685746
Thu Nov 09 23:14:00 +0000 2023;1722754440292450490;"@gus_dibyo "Bagaimana rasanya jika kamu tiba-tiba jadi anak presiden dan harus tanggung jawab atas seluruh negara tpi syg nya anak presiden hny bisa mnabrak konsitusi";0;0;0;0;in;1701089729410904064;1722509401393897567;Joshuaeben43209;https://twitter.com/Joshuaeben43209/status/1722754440292450490
Thu Nov 09 23:13:45 +0000 2023;1722754379500171439;"@Denish234 @bengkeldodo @BANGSAygSUJUD @P4P4B0W0_2024 @prabowo @virtual_asisten @PS_presiden2024 @AndreasSolusi @AlmaghribiS @alextham878 @adri_7i @Bank_Joee_ Ruwet ga kebayang Gibran jd presiden... Duuuuh 🤭";0;0;0;0;in;1330003305355907073;1722583112004329751;aqua_gak;https://twitter.com/aqua_gak/status/1722754379500171439
Thu Nov 09 23:13:44 +0000 2023;1722754371354861614;"@yo2thok Presiden zombie 😅😅";0;0;0;0;es;88896155;1722525804691952039;Khangdidithea;https://twitter.com/Khangdidithea/status/1722754371354861614
Thu Nov 09 23:13:41 +0000 2023;1722754359887585762;"@liminalmilataka @GibraltarNc Ini bisa dijadikan angka tabulasi kemudian diregresi utk surpei pilpres, gak ????";0;0;0;0;in;1455334373981446144;1722421691861852197;Pakamkalam;https://twitter.com/Pakamkalam/status/1722754359887585762
Thu Nov 09 23:13:21 +0000 2023;1722754275636617404;"@ifanismail @savicali Tp pak prabowo blm jd presiden sudah bangun sekolah dan rumah sakit di berbagai tempat, dan tanpa harus di liput. Gaji juga ga diambil.  Jd tidak ada salahnya memberi kesempatan";0;0;0;0;in;732381300;1722453865621262778;wnmdn;https://twitter.com/wnmdn/status/1722754275636617404
Thu Nov 09 23:13:20 +0000 2023;1722754273543684334;"Pemilihan pemimpin seharusnya didasari oleh substansi, bukan drama politik. Gibran Cawapres Boneka. https://t.co/vUveIDIdEu";0;0;0;0;in;1684524841553231873;1722754273543684334;Hicaryy16;https://twitter.com/Hicaryy16/status/1722754273543684334
Thu Nov 09 23:13:19 +0000 2023;1722754267591971112;"@Dennysiregar7 @jokowi Makanan politik yg udh basi, setiap pilpres selalu ada, minimal pake cara sehat lah. Ini nya pke logika, klo misal emng gitu knpa dri presiden sebelum nya pak prabowo gk di penjara?? Gk ada yg bisa membuktikan klo itu benar!!";0;0;0;0;in;1719190873907593216;1722159807459999978;Anisatu29;https://twitter.com/Anisatu29/status/1722754267591971112
Thu Nov 09 23:13:15 +0000 2023;1722754253780062578;"@cbdairymilk @mawakresna @prabowo Mbak, mumpung belum terlambat segera ganti circle. Bisa2nya milih presiden pake alesan nggak bermutu gitu. Eh tapi emang SDM kita kebanyakan nggak bermutu sih. Yaudah lanjut aja, bebas. Yg penting jangan makan tanaman warga ya. 🙏🏼";0;0;0;0;in;1252424898317697027;1722469283803115860;SuporterAmatir;https://twitter.com/SuporterAmatir/status/1722754253780062578
Thu Nov 09 23:13:02 +0000 2023;1722754198784340457;"@Gus_Raharjo Saya setuju, debat pemilihan seharusnya berfokus pada gagasan dan solusi, bukan adu membuat masalah. Gibran Cawapres Boneka";0;0;0;0;in;2963946240;1722479704316526747;mmiesakura;https://twitter.com/mmiesakura/status/1722754198784340457
Thu Nov 09 23:12:52 +0000 2023;1722754156140900763;"@pol_dinasti24 @Dennysiregar7 Puisi nya cakep tapi salah, Indonesia bukan Kerajaan, tapi Negara Kesatuan Republik Indonesia, dan orang nomor satu bukan Raja, tapi Presiden, kok narasi puisi nya salah ya! Jangan begitu dong!";0;0;0;0;in;1519250397747347456;1721836307457114453;JudokoS;https://twitter.com/JudokoS/status/1722754156140900763
Thu Nov 09 23:12:45 +0000 2023;1722754126092849658;"@bnsphrxyz Ngomong ke Jokowi..Anies belum jadi presiden Kata Jokowi ekonomi tumbuh.dan meroket.";0;0;0;0;in;4566603672;1722456476759801949;adijaya2000;https://twitter.com/adijaya2000/status/1722754126092849658
Thu Nov 09 23:12:45 +0000 2023;1722754123962134901;"PLTS TERAPUNG TERBESAR DI ASIA TENGGARA RESMI BEROPERASI!  Presiden Joko Widodo meresmikan operasi Pembangkit Listrik Tenaga Surya (PLTS) Terapung Cirata berkapasitas 192 MWp yang berlokasi di Purwakarta, Jawa Barat pada Kamis (9/11). https://t.co/8JbRlONmUZ";0;1;0;0;in;1636658523638738944;1722754123962134901;aajisetiyadi;https://twitter.com/aajisetiyadi/status/1722754123962134901
Thu Nov 09 23:12:43 +0000 2023;1722754116089491471;"Melihat begitu penting ketahanan air inilah Ketua Umum Partai Gerindra Prabowo Subianto siap melanjutkan program ekonomi pro rakyat yang digagas Presiden Joko Widodo atau Jokowi. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan";0;0;0;0;in;4109285233;1722754116089491471;BandySusiwo;https://twitter.com/BandySusiwo/status/1722754116089491471
Thu Nov 09 23:12:04 +0000 2023;1722753954881368215;"Indonesia🇮🇩💪 Presiden Jokowi tekankan pembangunan SDM kunci Indonesia emas 2045. Sehingga dibutuhkan kepemimpinan nasional yang kuat, persatuan yang kuat, kekompakan yang kuat,” kata Presiden. https://t.co/RLiM47liWP… ___ Laknatullah siskaeee DOTS U-17 Muhammadiyah Tidur https://t.co/m5OZn0dN5z";0;0;0;0;in;1371339082706477057;1722753954881368215;AliBej0;https://twitter.com/AliBej0/status/1722753954881368215
Thu Nov 09 23:11:46 +0000 2023;1722753879501328629;"@blaxkiejoe3 @nongandah @bintangemon nangis lo mantan2 presiden terdahulu... nga usah jauh2 SBY ajalah sby ekonomi baik,bhkan dia yg buat indoneisa jd berkembang dan maju,negara luar juga di segani jd jokowi lunsuran dr sby";0;0;0;0;in;1538715717838974976;1722487100279558588;MsElva10530471;https://twitter.com/MsElva10530471/status/1722753879501328629
Thu Nov 09 23:11:45 +0000 2023;1722753875705508339;"@musniumar Bilakah terjadi pada hari raya idul Fitri atau idul Adha imam shalat dan khatibnya seorang presiden, bukan orang yang terlihat shalat 5 tahunan ketika pilpres 😀😀😀";0;0;0;0;in;1001252203745591298;1722490464270709203;Haerudi50699673;https://twitter.com/Haerudi50699673/status/1722753875705508339
Thu Nov 09 23:11:43 +0000 2023;1722753866788405476;"@gibran_tweet presiden mana yg bisa bikin bpjs hewan, itulh yang kupilih nanti. ayo mas gib bpjs anabul nya😻";0;0;0;0;in;1050746355528826881;1722235839479181318;n0tkessy;https://twitter.com/n0tkessy/status/1722753866788405476
Thu Nov 09 23:11:33 +0000 2023;1722753822354022803;"@gus_dibyo Menjadi anak presiden dalam lamunanmu lebih mudah daripada menghadapi kenyataan politik yang kompleks."blm lg hrs jd bonekaa haahhaha";0;0;0;0;in;1705061581334478848;1722509401393897567;Gudara88;https://twitter.com/Gudara88/status/1722753822354022803
Thu Nov 09 23:11:26 +0000 2023;1722753792939335718;"@bengkeldodo @Bank_Joee_ @BANGSAygSUJUD @B_Hendratmo1 @azissubekti @are_inismyname @AndreasSolusi @AlmaghribiS @Alie_Fahnoor @alextham878 @P4P4B0W0_2024 Dulu sy jg mikirnya gitu, kl prabowo jd presiden nanti siapa ibu negaranya, gimana gitu masa gaada ibu negaranya. Tp skrg setelah melihat pak jkw ga selalu ajak bu iriana kl kunjungan atau peresmian atau yg lain, jd ga masalah kl nanti presidennya itu pak prabowo. Malah lbh fokus";0;0;0;0;in;960773334;1722605946827112830;miskiy28;https://twitter.com/miskiy28/status/1722753792939335718
Thu Nov 09 23:11:10 +0000 2023;1722753729005548014;"@gus_dibyo Rico mgkn mikir enak kali ya jd anak presiden, disuruh nya bukan kerja tp jd cawapres, diusahain sampe ngorbanin yg lain";0;0;0;0;in;1705253749940244480;1722509401393897567;HelmsRaega85577;https://twitter.com/HelmsRaega85577/status/1722753729005548014
Thu Nov 09 23:11:05 +0000 2023;1722753705605476534;"Komisi Pemilihan Umum (KPU) seharusnya membuka rekam jejak calon anggota legislatif (caleg) baik DPR RI maupun DPRD dan dipublikasikan kepada masyarak... https://t.co/PmyTfhRirF";0;0;0;0;in;46693036;1722753705605476534;inilahdotcom;https://twitter.com/inilahdotcom/status/1722753705605476534
Thu Nov 09 23:10:33 +0000 2023;1722753572260200577;"@gus_dibyo "Jika lamunanmu menjadi anak presiden benar-benar terwujud, apakah kita semua akan mendapat pekerjaan di pemerintah?"jdi hidup enk krn kekuasaan";0;0;0;0;in;1477559761717456896;1722509401393897567;babehjulid;https://twitter.com/babehjulid/status/1722753572260200577
Thu Nov 09 23:10:09 +0000 2023;1722753471026500016;"Melihat begitu penting ketahanan air inilah Ketua Umum Partai Gerindra Prabowo Subianto siap melanjutkan program ekonomi pro rakyat yang digagas Presiden Joko Widodo atau Jokowi. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan";0;0;0;0;in;818858183389278209;1722753471026500016;fauzunuria;https://twitter.com/fauzunuria/status/1722753471026500016
Thu Nov 09 23:10:06 +0000 2023;1722753460179980627;"@ferizandra Google nya takut jawab, takut di take down 😜";0;1;0;0;in;1455334373981446144;1722750291249139834;Pakamkalam;https://twitter.com/Pakamkalam/status/1722753460179980627
Thu Nov 09 23:09:54 +0000 2023;1722753407797367000;"@gus_dibyo Kalian juga kepikiran jadi anak presiden? Biar bisa nyawapres juga";0;0;0;0;in;1659819749319262209;1722509401393897567;levadono;https://twitter.com/levadono/status/1722753407797367000
Thu Nov 09 23:09:45 +0000 2023;1722753371998986531;"@PDemokrat Yah.... Turun gunung cuma mo jd team sukses..... Mantan presiden lo.....";0;0;0;0;in;338800280;1722486011543109922;Darminto55Anto;https://twitter.com/Darminto55Anto/status/1722753371998986531
Thu Nov 09 23:09:40 +0000 2023;1722753350717079565;"@gus_dibyo Semalam anak presiden, besoknya cawapres? Rico, itu baru namanya 'karir politik kilat'. Semoga tak terjatuh dari puncak begitu cepat! 🚀😂";0;0;0;0;in;1687539836226514944;1722509401393897567;luvluvintheair;https://twitter.com/luvluvintheair/status/1722753350717079565
Thu Nov 09 23:09:28 +0000 2023;1722753298611183949;"@gus_dibyo Kamu pasti punya agenda tersendiri jika sudah terlalu sering melamun jadi anak presiden, bukan?"nrtr cm jd alat nya doang";0;0;0;0;in;1701435365486440448;1722509401393897567;Jinkimseok67804;https://twitter.com/Jinkimseok67804/status/1722753298611183949
Thu Nov 09 23:09:20 +0000 2023;1722753265354567766;"@gus_dibyo Rico, berharap jadi anak presiden semalam, lalu langsung cawapres. Mudah-mudahan kecepatan imajinasimu bisa bersaing dengan kenyataan. ⏩";0;0;0;0;in;1687538607828201472;1722509401393897567;letjungcook997;https://twitter.com/letjungcook997/status/1722753265354567766
Thu Nov 09 23:09:17 +0000 2023;1722753251966386578;"Menko PMK Muhadjir Effendy ditugaskan langsung oleh Presiden RI Joko Widodo untuk menjadi perwakilan pemerintah Republik Indonesia dalam kegiatan aksi mendukung Palestina. Muhadjir pun menghadiri kegiatan "Aksi Akbar: Aliansi Rakyat Indonesia Bela Palestina", di Monumen Nasional… https://t.co/vQkp2peYEU";0;0;0;1;in;1411227935613222915;1722753251966386578;Yulia_NS79;https://twitter.com/Yulia_NS79/status/1722753251966386578
Thu Nov 09 23:09:15 +0000 2023;1722753243527413911;"@gus_dibyo Co.. Dari pada kamu ngelamun jadi anak presiden, mending kita mabar aja yuk";0;0;0;0;in;1669529926285008896;1722509401393897567;tortoisemr1;https://twitter.com/tortoisemr1/status/1722753243527413911
Thu Nov 09 23:09:08 +0000 2023;1722753215278551477;"Just left! 💪🏾🦾";0;0;0;0;en;1095111353998737409;1722753215278551477;_PresidenTae;https://twitter.com/_PresidenTae/status/1722753215278551477
Thu Nov 09 23:09:01 +0000 2023;1722753187420229855;"@soblah208 @Paltiwest Wakakakak...dulu ada kok yg dipecat dari partai lalu buat partai sendiri, jadi Presiden gara2 khianati capresnya. Lalu maju Capres karna sekolah gak nyampek eh diturunkan derajat pendidikannya di MK. kebayang klo gak lulus SD, Derajat pendidikan Presiden jadi TK🤣cc @gibran_tweet";0;0;0;0;in;1642028091886424064;1722424503702331733;priatamvan88;https://twitter.com/priatamvan88/status/1722753187420229855
Thu Nov 09 23:08:54 +0000 2023;1722753155388362810;"@gus_dibyo bukan hanya semalam jadi anak presiden, besoknya jadi cawapres. 😜";0;0;0;0;in;1665866561276760065;1722509401393897567;ytsayangku;https://twitter.com/ytsayangku/status/1722753155388362810
